composite,defagn,defstarform,galname
False,False,True,rf0197
False,False,True,rf0199
False,False,True,rf0201
False,False,True,rf0204
False,False,True,rf0205
False,False,True,rf0206
False,False,True,rf0207
False,False,True,rf0209
False,False,True,rf0210
False,False,True,rf0216
False,False,True,rf0217
False,False,True,rf0218
False,False,True,rf0223
False,False,True,rf0226
False,False,True,rf0227
False,False,True,rf0229
False,False,True,rf0234
False,False,True,rf0236
False,False,True,rf0237
False,False,True,rf0238
False,False,True,rf0241
False,False,True,rf0242
False,False,True,rf0245
False,False,True,rf0246
False,False,True,rf0247
False,False,True,rf0249
False,False,True,rf0250
False,False,True,rf0251
False,False,True,rf0252
False,False,True,rf0256
False,False,True,rf0257
False,False,True,rf0258
False,False,True,rf0259
False,False,True,rf0262
False,False,True,rf0263
False,False,True,rf0264
False,False,True,rf0265
False,False,True,rf0266
False,False,True,rf0267
False,False,True,rf0268
False,False,True,rf0269
False,False,True,rf0272
False,False,True,rf0273
False,False,True,rf0280
False,False,True,rf0283
False,False,True,rf0284
False,False,True,rf0292
False,False,True,rf0294
False,False,True,rf0296
False,False,True,rf0297
False,False,True,rf0298
False,False,True,rf0299
False,False,True,rf0300
False,False,True,rf0302
False,False,True,rf0303
False,False,True,rf0305
False,False,True,rf0306
False,False,True,rf0314
False,False,True,rf0316
False,False,True,rf0318
False,False,True,rf0320
False,False,True,rf0322
False,False,True,rf0323
False,False,True,rf0326
False,False,True,rf0328
False,False,True,rf0331
False,False,True,rf0332
False,False,True,rf0333
False,False,True,rf0335
False,False,True,rf0338
False,False,True,rf0339
False,False,True,rf0340
False,False,True,rf0341
False,False,True,rf0342
False,False,True,rf0343
False,False,True,rf0348
False,False,True,rf0351
False,False,True,rf0354
False,False,True,rf0358
False,False,True,rf0360
False,False,True,rf0363
False,False,True,rf0364
False,False,True,rf0365
False,False,True,rf0366
False,False,True,rf0367
False,False,True,rf0368
False,False,True,rf0370
False,False,True,rf0374
False,False,True,rf0376
False,False,True,rf0378
False,False,True,rf0381
False,False,True,rf0383
False,False,True,rf0385
False,False,True,rf0386
False,False,True,rf0387
False,False,True,rf0388
False,False,True,rf0391
False,False,True,rf0392
False,False,True,rf0393
False,False,True,rf0395
False,False,True,rf0396
False,False,True,rf0398
False,False,True,rf0399
False,False,True,rf0400
False,False,True,rf0401
False,False,True,rf0403
False,False,True,rf0412
False,False,True,rf0413
False,False,True,rf0415
False,False,True,rf0417
False,False,True,rf0418
False,False,True,rf0419
False,False,True,rf0425
False,False,True,rf0426
False,False,True,rf0427
False,False,True,rf0428
False,False,True,rf0430
False,False,True,rf0431
False,False,True,rf0432
False,False,True,rf0433
False,False,True,rf0434
False,False,True,rf0436
False,False,True,rf0439
False,False,True,rf0441
False,False,True,rf0443
False,False,True,rf0448
False,False,True,rf0450
False,False,True,rf0452
False,False,True,rf0453
False,False,True,rf0454
False,False,True,rf0455
False,False,True,rf0456
False,False,True,rf0459
False,False,True,rf0460
False,False,True,rf0461
False,False,True,rf0462
False,False,True,rf0463
False,False,True,rf0464
False,False,True,rf0465
False,False,True,rf0466
False,False,True,rf0467
False,False,True,rf0471
False,False,True,rf0473
False,False,True,rf0474
False,False,True,rf0476
False,False,True,rf0477
False,False,True,rf0478
False,False,True,rf0479
False,False,True,rf0480
False,False,True,rf0482
False,False,True,rf0485
False,False,True,rf0487
False,False,True,rf0488
False,False,True,rf0496
False,False,True,rf0497
False,False,True,rf0498
False,False,True,rf0499
False,False,True,rf0500
False,False,True,rf0503
False,False,True,rf0505
False,False,True,rf0507
False,False,True,rf0510
False,False,True,rf0511
False,False,True,rf0513
False,False,True,rf0518
False,False,True,rf0524
False,False,True,rf0545
False,False,True,rf0583
False,False,True,rf0591
False,False,True,rf0607
False,False,True,rf0622
False,False,True,rf0630
False,False,True,rf0632
False,False,True,rf0642
False,False,True,rf0644
False,False,True,rf0663
False,False,True,rf0684
False,False,True,rf0693
False,False,True,rf0695
False,False,True,rf0701
False,False,True,rf0707
False,False,True,rf0713
False,False,True,rf0730
False,False,True,rf0739
False,False,True,rf0745
False,False,True,rf0783
False,False,True,rf0795
False,False,True,rs0001
False,False,True,rs0002
False,False,True,rs0003
False,False,True,rs0010
False,False,True,rs0011
False,False,True,rs0012
False,False,True,rs0013
False,False,True,rs0017
False,False,True,rs0019
False,False,True,rs0020
False,False,True,rs0023
False,False,True,rs0030
False,False,True,rs0035
False,False,True,rs0038
False,False,True,rs0039
False,False,True,rs0041
False,False,True,rs0042
False,False,True,rs0045
False,False,True,rs0046
False,False,True,rs0047
False,False,True,rs0048
False,False,True,rs0050
False,False,True,rs0051
False,False,True,rs0052
False,False,True,rs0054
False,False,True,rs0062
False,False,True,rs0063
False,False,True,rs0064
False,False,True,rs0065
False,False,True,rs0068
False,False,True,rs0070
False,False,True,rs0077
False,False,True,rs0081
False,False,True,rs0082
False,False,True,rs0083
False,False,True,rs0084
False,False,True,rs0085
False,False,True,rs0087
False,False,True,rs0088
False,False,True,rs0089
False,False,True,rs0090
False,False,True,rs0092
False,False,True,rs0093
False,False,True,rs0094
False,False,True,rs0095
False,False,True,rs0096
False,False,True,rs0097
False,False,True,rs0098
False,False,True,rs0099
False,False,True,rs0103
False,False,True,rs0104
False,False,True,rs0105
False,False,True,rs0106
False,False,True,rs0111
False,False,True,rs0113
False,False,True,rs0118
False,False,True,rs0120
False,False,True,rs0121
False,False,True,rs0122
False,False,True,rs0123
False,False,True,rs0124
False,False,True,rs0126
False,False,True,rs0127
False,False,True,rs0128
False,False,True,rs0129
False,False,True,rs0130
False,False,True,rs0132
False,False,True,rs0133
False,False,True,rs0134
False,False,True,rs0135
False,False,True,rs0137
False,False,True,rs0138
False,False,True,rs0140
False,False,True,rs0141
False,False,True,rs0143
False,False,True,rs0145
False,False,True,rs0146
False,False,True,rs0147
False,False,True,rs0148
False,False,True,rs0149
False,False,True,rs0150
False,False,True,rs0153
False,False,True,rs0154
False,False,True,rs0156
False,False,True,rs0158
False,False,True,rs0163
False,False,True,rs0165
False,False,True,rs0166
False,False,True,rs0167
False,False,True,rs0168
False,False,True,rs0170
False,False,True,rs0171
False,False,True,rs0172
False,False,True,rs0174
False,False,True,rs0175
False,False,True,rs0178
False,False,True,rs0179
False,False,True,rs0180
False,False,True,rs0182
False,False,True,rs0183
False,False,True,rs0184
False,False,True,rs0185
False,False,True,rs0188
False,False,True,rs0189
False,False,True,rs0192
False,False,True,rs0193
False,False,True,rs0195
False,False,True,rs0200
False,False,True,rs0201
False,False,True,rs0203
False,False,True,rs0206
False,False,True,rs0209
False,False,True,rs0210
False,False,True,rs0211
False,False,True,rs0212
False,False,True,rs0215
False,False,True,rs0218
False,False,True,rs0220
False,False,True,rs0221
False,False,True,rs0224
False,False,True,rs0225
False,False,True,rs0226
False,False,True,rs0227
False,False,True,rs0228
False,False,True,rs0231
False,False,True,rs0236
False,False,True,rs0237
False,False,True,rs0240
False,False,True,rs0241
False,False,True,rs0242
False,False,True,rs0243
False,False,True,rs0246
False,False,True,rs0247
False,False,True,rs0250
False,False,True,rs0251
False,False,True,rs0255
False,False,True,rs0256
False,False,True,rs0257
False,False,True,rs0259
False,False,True,rs0260
False,False,True,rs0262
False,False,True,rs0263
False,False,True,rs0264
False,False,True,rs0267
False,False,True,rs0268
False,False,True,rs0269
False,False,True,rs0270
False,False,True,rs0273
False,False,True,rs0274
False,False,True,rs0275
False,False,True,rs0276
False,False,True,rs0277
False,False,True,rs0280
False,False,True,rs0282
False,False,True,rs0283
False,False,True,rs0284
False,False,True,rs0288
False,False,True,rs0289
False,False,True,rs0290
False,False,True,rs0297
False,False,True,rs0303
False,False,True,rs0306
False,False,True,rs0308
False,False,True,rs0313
False,False,True,rs0314
False,False,True,rs0316
False,False,True,rs0318
False,False,True,rs0320
False,False,True,rs0323
False,False,True,rs0325
False,False,True,rs0328
False,False,True,rs0330
False,False,True,rs0331
False,False,True,rs0334
False,False,True,rs0336
False,False,True,rs0337
False,False,True,rs0339
False,False,True,rs0340
False,False,True,rs0341
False,False,True,rs0343
False,False,True,rs0344
False,False,True,rs0345
False,False,True,rs0349
False,False,True,rs0350
False,False,True,rs0354
False,False,True,rs0358
False,False,True,rs0363
False,False,True,rs0364
False,False,True,rs0365
False,False,True,rs0367
False,False,True,rs0371
False,False,True,rs0372
False,False,True,rs0373
False,False,True,rs0374
False,False,True,rs0376
False,False,True,rs0377
False,False,True,rs0380
False,False,True,rs0384
False,False,True,rs0386
False,False,True,rs0389
False,False,True,rs0391
False,False,True,rs0392
False,False,True,rs0393
False,False,True,rs0394
False,False,True,rs0401
False,False,True,rs0408
False,False,True,rs0409
False,False,True,rs0410
False,False,True,rs0411
False,False,True,rs0416
False,False,True,rs0417
False,False,True,rs0418
False,False,True,rs0419
False,False,True,rs0420
False,False,True,rs0421
False,False,True,rs0422
False,False,True,rs0423
False,False,True,rs0424
False,False,True,rs0425
False,False,True,rs0427
False,False,True,rs0428
False,False,True,rs0429
False,False,True,rs0430
False,False,True,rs0432
False,False,True,rs0433
False,False,True,rs0435
False,False,True,rs0437
False,False,True,rs0442
False,False,True,rs0444
False,False,True,rs0449
False,False,True,rs0452
False,False,True,rs0453
False,False,True,rs0454
False,False,True,rs0456
False,False,True,rs0458
False,False,True,rs0460
False,False,True,rs0463
False,False,True,rs0467
False,False,True,rs0468
False,False,True,rs0469
False,False,True,rs0470
False,False,True,rs0472
False,False,True,rs0473
False,False,True,rs0476
False,False,True,rs0477
False,False,True,rs0480
False,False,True,rs0485
False,False,True,rs0492
False,False,True,rs0493
False,False,True,rs0494
False,False,True,rs0495
False,False,True,rs0496
False,False,True,rs0505
False,False,True,rs0508
False,False,True,rs0512
False,False,True,rs0516
False,False,True,rs0517
False,False,True,rs0519
False,False,True,rs0520
False,False,True,rs0521
False,False,True,rs0522
False,False,True,rs0524
False,False,True,rs0526
False,False,True,rs0528
False,False,True,rs0529
False,False,True,rs0531
False,False,True,rs0532
False,False,True,rs0534
False,False,True,rs0536
False,False,True,rs0538
False,False,True,rs0541
False,False,True,rs0542
False,False,True,rs0543
False,False,True,rs0545
False,False,True,rs0546
False,False,True,rs0548
False,False,True,rs0549
False,False,True,rs0553
False,False,True,rs0554
False,False,True,rs0555
False,False,True,rs0556
False,False,True,rs0559
False,False,True,rs0560
False,False,True,rs0562
False,False,True,rs0564
False,False,True,rs0566
False,False,True,rs0568
False,False,True,rs0571
False,False,True,rs0572
False,False,True,rs0573
False,False,True,rs0574
False,False,True,rs0578
False,False,True,rs0579
False,False,True,rs0585
False,False,True,rs0586
False,False,True,rs0588
False,False,True,rs0591
False,False,True,rs0598
False,False,True,rs0599
False,False,True,rs0602
False,False,True,rs0609
False,False,True,rs0615
False,False,True,rs0616
False,False,True,rs0617
False,False,True,rs0618
False,False,True,rs0620
False,False,True,rs0623
False,False,True,rs0626
False,False,True,rs0627
False,False,True,rs0630
False,False,True,rs0637
False,False,True,rs0638
False,False,True,rs0640
False,False,True,rs0641
False,False,True,rs0644
False,False,True,rs0645
False,False,True,rs0656
False,False,True,rs0660
False,False,True,rs0667
False,False,True,rs0670
False,False,True,rs0671
False,False,True,rs0677
False,False,True,rs0679
False,False,True,rs0691
False,False,True,rs0696
False,False,True,rs0703
False,False,True,rs0708
False,False,True,rs0710
False,False,True,rs0713
False,False,True,rs0720
False,False,True,rs0722
False,False,True,rs0724
False,False,True,rs0726
False,False,True,rs0727
False,False,True,rs0731
False,False,True,rs0733
False,False,True,rs0734
False,False,True,rs0738
False,False,True,rs0740
False,False,True,rs0741
False,False,True,rs0743
False,False,True,rs0744
False,False,True,rs0746
False,False,True,rs0747
False,False,True,rs0751
False,False,True,rs0752
False,False,True,rs0754
False,False,True,rs0756
False,False,True,rs0758
False,False,True,rs0763
False,False,True,rs0766
False,False,True,rs0767
False,False,True,rs0768
False,False,True,rs0769
False,False,True,rs0774
False,False,True,rs0775
False,False,True,rs0777
False,False,True,rs0778
False,False,True,rs0779
False,False,True,rs0781
False,False,True,rs0782
False,False,True,rs0786
False,False,True,rs0788
False,False,True,rs0790
False,False,True,rs0793
False,False,True,rs0794
False,False,True,rs0797
False,False,True,rs0799
False,False,True,rs0800
False,False,True,rs0802
False,False,True,rs0804
False,False,True,rs0805
False,False,True,rs0806
False,False,True,rs0809
False,False,True,rs0810
False,False,True,rs0811
False,False,True,rs0812
False,False,True,rs0815
False,False,True,rs0818
False,False,True,rs0823
False,False,True,rs0828
False,False,True,rs0831
False,False,True,rs0832
False,False,True,rs0833
False,False,True,rs0834
False,False,True,rs0836
False,False,True,rs0838
False,False,True,rs0839
False,False,True,rs0840
False,False,True,rs0842
False,False,True,rs0843
False,False,True,rs0845
False,False,True,rs0846
False,False,True,rs0847
False,False,True,rs0850
False,False,True,rs0853
False,False,True,rs0854
False,False,True,rs0855
False,False,True,rs0856
False,False,True,rs0860
False,False,True,rs0865
False,False,True,rs0866
False,False,True,rs0868
False,False,True,rs0869
False,False,True,rs0871
False,False,True,rs0872
False,False,True,rs0880
False,False,True,rs0887
False,False,True,rs0891
False,False,True,rs0892
False,False,True,rs0893
False,False,True,rs0897
False,False,True,rs0899
False,False,True,rs0900
False,False,True,rs0901
False,False,True,rs0906
False,False,True,rs0907
False,False,True,rs0909
False,False,True,rs0916
False,False,True,rs0919
False,False,True,rs0920
False,False,True,rs0921
False,False,True,rs0922
False,False,True,rs0923
False,False,True,rs0927
False,False,True,rs0930
False,False,True,rs0932
False,False,True,rs0933
False,False,True,rs0934
False,False,True,rs0935
False,False,True,rs0944
False,False,True,rs0945
False,False,True,rs0946
False,False,True,rs0948
False,False,True,rs0950
False,False,True,rs0953
False,False,True,rs0957
False,False,True,rs0958
False,False,True,rs0959
False,False,True,rs0960
False,False,True,rs0962
False,False,True,rs0967
False,False,True,rs0968
False,False,True,rs0970
False,False,True,rs0976
False,False,True,rs0977
False,False,True,rs0979
False,False,True,rs0980
False,False,True,rs0981
False,False,True,rs0982
False,False,True,rs0983
False,False,True,rs0984
False,False,True,rs0985
False,False,True,rs0986
False,False,True,rs0989
False,False,True,rs0991
False,False,True,rs0995
False,False,True,rs0996
False,False,True,rs0997
False,False,True,rs0999
False,False,True,rs1001
False,False,True,rs1002
False,False,True,rs1003
False,False,True,rs1010
False,False,True,rs1014
False,False,True,rs1016
False,False,True,rs1017
False,False,True,rs1020
False,False,True,rs1021
False,False,True,rs1028
False,False,True,rs1029
False,False,True,rs1030
False,False,True,rs1031
False,False,True,rs1032
False,False,True,rs1034
False,False,True,rs1035
False,False,True,rs1038
False,False,True,rs1040
False,False,True,rs1041
False,False,True,rs1043
False,False,True,rs1045
False,False,True,rs1047
False,False,True,rs1048
False,False,True,rs1049
False,False,True,rs1050
False,False,True,rs1052
False,False,True,rs1053
False,False,True,rs1054
False,False,True,rs1055
False,False,True,rs1057
False,False,True,rs1058
False,False,True,rs1059
False,False,True,rs1060
False,False,True,rs1062
False,False,True,rs1065
False,False,True,rs1068
False,False,True,rs1070
False,False,True,rs1072
False,False,True,rs1073
False,False,True,rs1074
False,False,True,rs1076
False,False,True,rs1077
False,False,True,rs1078
False,False,True,rs1079
False,False,True,rs1080
False,False,True,rs1081
False,False,True,rs1082
False,False,True,rs1083
False,False,True,rs1084
False,False,True,rs1087
False,False,True,rs1091
False,False,True,rs1098
False,False,True,rs1100
False,False,True,rs1102
False,False,True,rs1103
False,False,True,rs1104
False,False,True,rs1105
False,False,True,rs1108
False,False,True,rs1109
False,False,True,rs1110
False,False,True,rs1113
False,False,True,rs1114
False,False,True,rs1117
False,False,True,rs1118
False,False,True,rs1119
False,False,True,rs1120
False,False,True,rs1121
False,False,True,rs1122
False,False,True,rs1124
False,False,True,rs1125
False,False,True,rs1126
False,False,True,rs1128
False,False,True,rs1131
False,False,True,rs1132
False,False,True,rs1135
False,False,True,rs1137
False,False,True,rs1142
False,False,True,rs1143
False,False,True,rs1145
False,False,True,rs1146
False,False,True,rs1147
False,False,True,rs1149
False,False,True,rs1151
False,False,True,rs1154
False,False,True,rs1156
False,False,True,rs1157
False,False,True,rs1159
False,False,True,rs1163
False,False,True,rs1164
False,False,True,rs1165
False,False,True,rs1166
False,False,True,rs1169
False,False,True,rs1170
False,False,True,rs1171
False,False,True,rs1172
False,False,True,rs1174
False,False,True,rs1176
False,False,True,rs1178
False,False,True,rs1179
False,False,True,rs1182
False,False,True,rs1183
False,False,True,rs1184
False,False,True,rs1185
False,False,True,rs1187
False,False,True,rs1188
False,False,True,rs1191
False,False,True,rs1192
False,False,True,rs1193
False,False,True,rs1195
False,False,True,rs1198
False,False,True,rs1200
False,False,True,rs1202
False,False,True,rs1205
False,False,True,rs1206
False,False,True,rs1207
False,False,True,rs1208
False,False,True,rs1209
False,False,True,rs1210
False,False,True,rs1211
False,False,True,rs1212
False,False,True,rs1213
False,False,True,rs1217
False,False,True,rs1220
False,False,True,rs1229
False,False,True,rs1236
False,False,True,rs1238
False,False,True,rs1245
False,False,True,rs1248
False,False,True,rs1257
False,False,True,rs1258
False,False,True,rs1259
False,False,True,rs1260
False,False,True,rs1261
False,False,True,rs1262
False,False,True,rs1263
False,False,True,rs1264
False,False,True,rs1265
False,False,True,rs1266
False,False,True,rs1267
False,False,True,rs1269
False,False,True,rs1270
False,False,True,rs1276
False,False,True,rs1278
False,False,True,rs1280
False,False,True,rs1281
False,False,True,rs1283
False,False,True,rs1284
False,False,True,rs1285
False,False,True,rs1286
False,False,True,rs1289
False,False,True,rs1290
False,False,True,rs1291
False,False,True,rs1292
False,False,True,rs1293
False,False,True,rs1294
False,False,True,rs1295
False,False,True,rs1296
False,False,True,rs1297
False,False,True,rs1298
False,False,True,rs1299
False,False,True,rs1301
False,False,True,rs1302
False,False,True,rs1303
False,False,True,rs1304
False,False,True,rs1310
False,False,True,rs1337
False,False,True,rs1359
False,False,True,rs1368
False,False,True,rs1437
False,False,True,rs1518
