agntosf,ambigagn,composite,defliner,defseyf,defstarform,galname,heiisel,sftoagn
False,False,True,False,False,False,rf0397,False,False
False,False,False,False,False,False,rf0400,True,False
False,False,False,False,False,True,rf0403,False,False
False,True,False,False,False,False,rf0405,False,False
False,False,True,False,False,False,rf0411,False,False
False,False,False,False,False,False,rf0412,True,False
False,False,False,False,False,False,rf0419,True,False
False,False,True,False,False,False,rf0435,False,False
False,False,False,True,False,False,rf0444,False,False
False,False,False,True,False,False,rf0447,False,False
False,False,False,False,False,False,rf0450,True,False
False,False,False,False,False,False,rf0463,True,False
False,False,False,False,False,True,rf0464,False,False
False,False,True,False,False,False,rf0468,False,False
True,False,False,False,False,False,rf0490,True,False
False,False,True,False,False,False,rf0493,True,False
True,False,False,False,False,False,rf0504,True,False
False,False,True,False,False,False,rf0506,True,False
False,False,False,False,False,True,rf0510,False,False
False,False,False,False,False,True,rf0591,False,False
False,False,False,False,False,False,rf0684,True,False
False,False,False,False,False,False,rf0686,True,True
False,False,False,False,False,False,rf0700,True,False
False,False,True,False,False,False,rf0716,False,False
False,False,False,False,False,False,rf0745,True,False
False,False,False,False,True,False,rs0014,False,False
False,False,True,False,False,False,rs0022,True,False
False,False,True,False,False,False,rs0025,True,False
False,False,False,False,True,False,rs0027,False,False
False,False,False,True,False,False,rs0029,False,False
False,False,True,False,False,False,rs0031,True,False
False,False,False,False,True,False,rs0044,True,False
False,False,False,True,False,False,rs0053,False,False
False,False,False,False,False,False,rs0063,False,True
False,False,False,False,False,True,rs0064,False,False
False,False,True,False,False,False,rs0078,False,False
True,False,False,False,False,False,rs0080,False,False
False,False,False,False,False,False,rs0083,True,False
False,False,False,False,False,True,rs0087,False,False
False,False,False,False,False,True,rs0098,False,False
False,False,True,False,False,False,rs0107,True,False
False,False,False,False,True,False,rs0109,False,False
False,False,False,False,False,False,rs0113,True,False
False,False,False,False,False,True,rs0123,False,False
False,False,False,False,False,True,rs0126,False,False
False,False,False,False,False,True,rs0133,False,False
False,False,False,False,False,True,rs0134,False,False
False,False,True,False,False,False,rs0136,False,False
False,False,False,False,False,True,rs0140,False,False
False,False,False,False,False,True,rs0145,False,False
False,False,True,False,False,False,rs0157,False,False
False,False,True,False,False,False,rs0159,True,False
False,False,False,False,True,False,rs0162,False,False
False,False,False,False,False,True,rs0163,False,False
False,False,False,False,True,False,rs0181,True,False
False,True,False,False,False,False,rs0190,False,False
False,False,False,False,True,False,rs0191,True,False
False,False,False,False,False,False,rs0192,True,True
False,False,True,False,False,False,rs0194,False,False
False,False,False,True,False,False,rs0196,False,False
False,False,False,False,False,False,rs0200,True,True
False,False,True,False,False,False,rs0202,False,False
False,False,False,False,False,True,rs0203,False,False
False,True,False,False,False,False,rs0208,False,False
False,False,False,False,False,True,rs0211,False,False
False,False,True,False,False,False,rs0214,False,False
False,False,False,False,False,False,rs0224,True,False
False,False,False,False,False,True,rs0225,False,False
False,False,False,False,False,False,rs0234,True,False
False,False,False,False,False,True,rs0237,False,False
False,False,False,False,True,False,rs0239,False,False
False,False,False,False,False,False,rs0240,True,False
False,False,False,False,True,False,rs0244,False,False
False,False,False,False,False,False,rs0246,True,False
False,False,False,False,False,True,rs0247,False,False
False,False,False,False,False,True,rs0250,False,False
False,False,False,True,False,False,rs0253,False,False
False,False,False,False,False,True,rs0260,False,False
False,False,True,False,False,False,rs0261,False,False
False,False,True,False,False,False,rs0266,False,False
False,False,False,False,False,False,rs0267,True,False
False,False,False,False,False,False,rs0268,True,False
False,False,False,False,False,True,rs0274,False,False
False,False,False,False,False,False,rs0280,True,False
False,False,False,False,False,False,rs0282,True,False
False,False,False,False,False,False,rs0284,False,True
False,False,False,False,False,True,rs0288,False,False
False,False,True,False,False,False,rs0299,False,False
False,False,False,False,False,True,rs0306,False,False
False,False,True,False,False,False,rs0310,False,False
False,False,False,False,False,False,rs0313,True,False
False,False,False,False,False,False,rs0316,True,False
False,False,False,False,False,True,rs0318,False,False
False,False,False,False,False,False,rs0325,True,True
False,False,True,False,False,False,rs0329,True,False
False,False,False,False,False,False,rs0332,True,True
False,False,False,False,False,True,rs0349,False,False
False,False,False,True,False,False,rs0351,False,False
False,False,False,True,False,False,rs0356,False,False
False,False,False,False,False,True,rs0358,False,False
True,False,False,False,False,False,rs0362,False,False
False,False,False,False,False,True,rs0367,False,False
False,False,True,False,False,False,rs0382,False,False
False,False,False,False,False,False,rs0389,True,False
False,False,True,False,False,False,rs0390,False,False
False,False,False,False,True,False,rs0396,False,False
False,False,False,False,True,False,rs0402,False,False
False,False,True,False,False,False,rs0405,False,False
False,False,True,False,False,False,rs0406,True,False
False,False,False,False,False,False,rs0418,True,False
False,False,False,False,False,False,rs0419,True,False
False,False,False,False,False,False,rs0420,True,False
False,False,False,False,False,False,rs0421,True,True
False,False,False,False,False,True,rs0424,False,False
False,False,False,False,False,True,rs0432,False,False
False,False,False,False,False,True,rs0437,False,False
False,False,False,True,False,False,rs0440,False,False
False,False,False,False,False,False,rs0444,True,False
False,False,True,False,False,False,rs0451,False,False
False,False,False,False,False,True,rs0453,False,False
False,False,True,False,False,False,rs0461,True,False
False,False,False,False,False,False,rs0463,True,False
False,False,True,False,False,False,rs0466,True,False
False,False,False,False,False,False,rs0469,True,True
False,False,False,False,False,True,rs0477,False,False
False,False,True,False,False,False,rs0491,False,False
False,True,False,False,False,False,rs0498,False,False
False,False,True,False,False,False,rs0502,False,False
False,False,True,False,False,False,rs0503,True,False
False,False,False,False,False,False,rs0519,True,False
False,True,False,False,False,False,rs0537,False,False
False,False,False,False,False,False,rs0546,True,True
False,False,False,False,False,True,rs0554,False,False
False,False,False,False,False,True,rs0556,False,False
False,False,False,True,False,False,rs0561,False,False
False,False,False,True,False,False,rs0567,False,False
False,False,True,False,False,False,rs0570,True,False
False,False,False,False,False,False,rs0572,True,False
False,False,False,False,False,False,rs0579,True,False
False,False,True,False,False,False,rs0582,True,False
False,False,True,False,False,False,rs0587,True,False
False,False,False,False,False,True,rs0591,False,False
False,True,False,False,False,False,rs0595,False,False
False,False,False,False,False,True,rs0599,False,False
True,False,False,False,False,False,rs0603,False,False
False,False,False,False,False,True,rs0609,False,False
False,False,True,False,False,False,rs0610,True,False
False,False,False,True,False,False,rs0612,False,False
False,False,False,False,False,True,rs0616,False,False
False,False,False,False,False,True,rs0630,False,False
False,False,True,False,False,False,rs0636,False,False
False,False,False,False,False,True,rs0641,False,False
False,False,True,False,False,False,rs0650,False,False
False,False,False,False,False,False,rs0667,True,False
False,True,False,False,False,False,rs0669,False,False
True,False,False,False,False,False,rs0672,True,False
False,False,False,False,False,True,rs0708,False,False
False,False,False,False,False,False,rs0713,False,True
False,False,False,False,False,True,rs0727,False,False
False,False,False,False,False,True,rs0733,False,False
False,False,True,False,False,False,rs0745,False,False
False,False,False,False,False,False,rs0747,True,False
False,False,False,False,False,True,rs0751,False,False
False,False,True,False,False,False,rs0757,False,False
False,False,False,False,False,True,rs0766,False,False
False,False,False,False,False,False,rs0781,True,False
True,False,False,False,False,False,rs0783,False,False
False,False,False,True,False,False,rs0784,False,False
False,False,False,False,False,False,rs0797,True,False
False,False,True,False,False,False,rs0798,True,False
False,False,False,False,False,False,rs0800,True,True
False,False,False,False,False,True,rs0804,False,False
False,False,False,False,False,True,rs0805,False,False
False,False,False,True,False,False,rs0808,True,False
False,False,False,False,False,False,rs0811,True,False
False,False,False,False,False,False,rs0812,True,False
False,False,True,False,False,False,rs0829,False,False
False,False,True,False,False,False,rs0830,True,False
False,False,False,False,False,True,rs0834,False,False
False,False,False,False,False,True,rs0838,False,False
False,False,False,False,False,False,rs0839,True,False
False,False,False,False,False,True,rs0842,False,False
False,False,False,False,False,False,rs0846,True,False
False,False,False,False,False,True,rs0850,False,False
False,False,False,False,False,False,rs0865,True,False
False,False,True,False,False,False,rs0873,False,False
False,False,True,False,False,False,rs0875,False,False
False,False,False,True,False,False,rs0879,False,False
False,False,False,False,False,True,rs0880,False,False
False,False,True,False,False,False,rs0882,False,False
False,False,True,False,False,False,rs0886,False,False
False,False,True,False,False,False,rs0889,True,False
False,False,False,False,False,False,rs0892,True,True
False,True,False,False,False,False,rs0896,False,False
False,False,False,False,False,True,rs0900,False,False
False,False,True,False,False,False,rs0903,True,False
False,False,True,False,False,False,rs0951,True,False
False,False,True,False,False,False,rs0954,False,False
False,False,True,False,False,False,rs0965,False,False
False,False,False,False,False,False,rs0967,True,False
False,False,True,False,False,False,rs0978,False,False
False,False,False,False,False,False,rs0984,True,False
False,False,False,False,False,True,rs0995,False,False
False,False,True,False,False,False,rs1000,True,False
True,False,False,False,False,False,rs1004,False,False
False,False,False,True,False,False,rs1005,False,False
False,False,False,False,False,True,rs1010,False,False
False,False,False,False,False,True,rs1016,False,False
False,False,True,False,False,False,rs1023,True,False
False,False,True,False,False,False,rs1025,False,False
False,False,True,False,False,False,rs1036,True,False
False,False,False,False,False,False,rs1043,True,False
False,True,False,False,False,False,rs1046,False,False
False,False,False,False,False,True,rs1048,False,False
False,False,False,False,False,False,rs1052,True,False
False,False,False,False,False,False,rs1057,True,False
False,False,False,False,False,True,rs1058,False,False
False,False,False,False,False,True,rs1059,False,False
False,False,False,False,False,True,rs1060,False,False
False,False,False,False,False,True,rs1062,False,False
False,False,True,False,False,False,rs1075,False,False
False,False,False,False,False,True,rs1079,False,False
False,False,False,False,False,False,rs1082,True,False
False,True,False,False,False,False,rs1086,False,False
False,False,False,True,False,False,rs1088,True,False
True,False,False,False,False,False,rs1093,False,False
False,False,False,False,False,True,rs1102,False,False
False,False,False,False,False,True,rs1103,False,False
False,False,False,False,True,False,rs1106,True,False
False,False,False,False,False,False,rs1109,True,False
False,False,False,False,True,False,rs1111,False,False
True,False,False,False,False,False,rs1112,True,False
False,False,False,True,False,False,rs1116,False,False
False,False,False,False,False,True,rs1118,False,False
False,False,False,False,False,False,rs1120,True,False
False,False,False,False,False,False,rs1121,True,False
False,False,False,False,False,True,rs1122,False,False
False,False,True,False,False,False,rs1123,False,False
False,False,False,False,False,True,rs1128,False,False
False,False,False,False,True,False,rs1129,False,False
False,False,False,False,False,True,rs1131,False,False
False,False,False,False,False,False,rs1132,True,False
False,False,True,False,False,False,rs1134,True,False
False,False,False,False,False,False,rs1145,True,False
False,False,False,False,False,True,rs1146,False,False
False,True,False,False,False,False,rs1150,True,False
False,False,True,False,False,False,rs1152,False,False
False,False,False,True,False,False,rs1162,True,False
False,False,False,False,False,True,rs1163,False,False
False,False,False,False,False,False,rs1166,False,True
False,False,True,False,False,False,rs1168,False,False
False,False,False,False,False,False,rs1169,True,False
False,False,False,False,False,False,rs1179,True,False
False,False,False,False,False,True,rs1185,False,False
False,True,False,False,False,False,rs1186,False,False
False,False,False,False,False,False,rs1188,True,False
False,False,False,False,True,False,rs1190,True,False
False,False,False,False,False,False,rs1195,False,True
False,False,True,False,False,False,rs1196,False,False
False,False,False,False,False,True,rs1198,False,False
False,False,False,False,False,True,rs1205,False,False
False,False,False,False,False,True,rs1209,False,False
False,False,False,False,False,False,rs1211,True,False
False,False,False,False,True,False,rs1214,False,False
False,False,False,False,False,True,rs1217,False,False
False,False,False,False,False,False,rs1236,False,True
False,False,False,False,False,False,rs1238,True,False
False,False,True,False,False,False,rs1242,True,False
False,False,False,False,False,True,rs1248,False,False
False,False,False,True,False,False,rs1254,False,False
False,False,False,False,False,True,rs1267,False,False
False,False,False,False,False,True,rs1270,False,False
False,False,False,True,False,False,rs1282,False,False
False,False,False,False,False,True,rs1296,False,False
False,False,False,False,False,True,rs1297,False,False
False,True,False,False,False,False,rs1300,False,False
False,False,False,False,False,False,rs1359,True,False
False,False,True,False,False,False,rs1364,True,False
